Review	Liked
20030221	wine and avocados drive mutton and wool off nz	1
20030221	wisla hold lazio in six goal thriller	1
20030221	woodgate told to stay away from elland road	1
20030221	workers return to work on burrup	1
20030221	youth group unhappy with appeal for carers	0
20030222	86 confirmed dead after us nightclub fire	1
20030222	act tourist attractions honoured at awards night	1
20030222	adelaide break port hearts	1
20030222	al qaeda members jailed for us uk terrorist plots	1
20030222	arafats number two outlines proposed ceasefire	1
20030222	athens risks turning into games disaster ioc	1
20030222	australia urged to abandon zimbabwe world cup match	1
20030222	black day for black caps	0
20030222	blix orders destruction of iraqi missiles	1
20030222	botched operation leaves teenager with brain damage	1
20030222	brockovich takes new cancer crusade to court	1
20030222	brogden accuses carr of fudging ambulance figures	1
20030222	brumbies pip reds at ballymore	1
20030222	cairns will play despite brawl	1
20030222	call for australian human rights act	1
20030222	canberra capitals win 2003 championship	1
20030222	capitals flames vie for wnbl title	1
20030222	captain refuses to ship wheat to iraq	1
20030222	childrens rights overlooked advocate	1
20030222	clp confident of winning lower house seat	1
20030222	coria stuns nalbandian to reach argentina semis	1
20030222	croatia launches bid for eu membership	1
20030222	crusaders begin defence with win	1
20030222	darwin police investigate attempted sex assault	1
20030222	davies webb share masters lead	1
20030222	death toll rises to 39 in us club blaze	1
20030222	deputy says iraq is ready for dialogue with us	1
20030222	despite rain govt says drought isnt over	1
20030222	donald left out of bangladesh clash	1
20030222	dumbledore replacement picked for potter film	1
20030222	eagles down dockers despite mix up	0
20030222	faldo withdraws from match play tournament	1
20030222	farina pays tribute to thomson	1
20030222	female cosmonauts keep feet on the ground	1
20030222	ferrero escude hobble out of rotterdam	1
20030222	ferreros rotterdam campaign ends in agony	1
20030222	flash flooding keeps ses busy	1
20030222	former star koen licks cats	1
20030222	fourth cup race postponed again	1
20030222	freeman splits with husband	1
20030222	french african leaders support iraq inspections	1
20030222	gebrselassie breaks two mile indoor wr	1
20030222	gebrselassie breaks wr feofanova reaches new	1
20030222	gurkhas discrimination case fails in uk court	0
20030222	hearing adjourned over prison riot	1
20030222	hip pain sidelines golf legend palmer	1
20030222	howell leads by one in california	1
20030222	hussain giles recalled for pakistan clash	1
20030222	iaea begins iran nuclear assessment	1
20030222	iraqs wheat comments political vaile	1
20030222	jackson leads caps to back to back titles	1
20030222	japan backs us campaign for fresh iraq vote	1
20030222	johnson pittman excel in canberra	1
20030222	kangaroos thump essendon hawks edge saints	1
20030222	kookaburras force dutch to draw	1
20030222	labor targets council golden handshakes	1
20030222	lara jumps to warnes defence	1
20030222	light winds delay fourth americas cup race	1
20030222	likud party still without coalition partner	1
20030222	long haul for graziers as rain breaks	0
20030222	massa test drives championship winning ferrari	1
20030222	metro recruiting women for bus driver positions	1
20030222	newcastle secures third spot	1
20030222	no confirmation of iraqi wheat order awb	1
20030222	not greece lightning but olympic work under control	1
20030222	nsw opp plans inquiry into community services	1
20030222	nt health minister calls for meeting with cwealth	1
20030222	ntini stars as bangladesh felled for 108	1
20030222	ny mayor plays down terrorist attack speculation	0
20030222	nz cricket to investigate durban nightclub brawl	1
20030222	oil price hikes may weigh on rates decision	1
20030222	one killed after us fuel barge explodes	0
20030222	pair missing after us fuel barge explodes	0
20030222	pearson routs aussie women	1
20030222	petrol price hike compared to interest rate rise	1
20030222	police coming off the beat oppn claims	1
20030222	police investigate muswellbrook death	1
20030222	police treat hunter valley death as murder	1
20030222	powell leaves japan talks now for china	1
20030222	powell starts asian tour for north korea talks	1
20030222	proteas demolish bangladesh	1
20030222	protesters afloat deliver peace message to pm	1
20030222	public less concerned with environment statistics	0
20030222	qld takes gong in aust tourism awards	1
20030222	rain brings relief for act farmers	1
20030222	rain falls on drought ravaged eastern states	1
20030222	recoba handed three match champions ban	1
20030222	results of first aids vaccine trial to be released	1
20030222	robo deer takes bullet for justice	1
20030222	roddick heads all us semis in memphis	1
20030222	saddam ponders un edict to scrap missiles	1
20030222	sad note as esteemed music educator dies	0
20030222	sa govt blocks glenelg high rise apartments	1
20030222	sampras withdraws from arizona replaced by hewitt	1
20030222	sa police closing in on schoolgirl killer	1
20030222	seaman rested for maine road visit	1
20030222	searchers fear 18 dead after china ferry sinks	0
20030222	selectors to announce warne replacement soon	1
20030222	seles to face henin hardenne in dubai final	1
20030222	shop owner on trial accused over bali bomb	1
20030222	s korea subway staff face kill charges over fire	1
20030222	smigun takes out nordic skiing world championship	1
20030222	st helens win super league season opener	1
20030222	stormers slaughter sharks	1
20030222	stuttle family welcomes travel offer	1
20030222	sunrace heads into gloomy final day	1
20030222	sun shines on rmit entry in eco car race	1
20030222	taipans stay alive cannons dodge bullets	1
20030222	tas relay to raise money for cancer council	1
20030222	teenagers stabbed in cbd fight	1
20030222	toll rises in us club fire	1
20030222	turkey poised for iraq deal with us	1
20030222	two killed in wa motorbike collision	0
20030222	uk warns of final phase in iraq stand off	1
20030222	ulster militants declare ceasefire	1
20030222	us authorities confirm 95 killed in club fire	0
20030222	us duo ensures all american semi finals	1
20030222	us nightclub fire death toll hits 39	1
20030222	us prosecutors win slave labour case in samoa	1
20030222	us stocks rise following positive iraqi comments	1
20030222	vic govt calls for volunteers in state clean up	1
20030222	wa opp says police will be taken off the beat	1
20030222	warne to appeal 12 month ban	1
20030222	weather change saves white beach shacks	1
20030222	woods remains in the hunt	1
20030222	worker electrocuted during piggery repairs	1
20030223	accused people smuggler to face darwin court	1
20030223	act will struggle with public housing demand mla	1
20030223	alice forum to discuss indigenous education issues	1
20030223	alinghi fuming at another cancellation	1
20030223	at least 14 die as bus tumbles into greece river	0
